Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Org> >*)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> >*)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> >*)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> >*)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> >*)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Org> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Org> >*)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Speed> >*)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<long, std::pair<long const, int>, std::_Select1st<std::pair<long const, int> >, std::less<long>, std::allocator<std::pair<long const, int> > >::_M_get_insert_unique_pos(long const&)
  0.00     10.24     0.00        2     0.00     0.00  std::_Rb_tree<long, std::pair<long const, int>, std::_Select1st<std::pair<long const, int> >, std::less<long>, std::allocator<std::pair<long const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<long const, int> >*)
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN10MemWrapperC2EN7sc_core14sc_module_nameEddiPPc
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN2GL9vertexNumE
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN2peC2EN7sc_core14sc_module_nameEii
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN5Graph8loadFileERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEERSt6vectorIS8_IiSaIiEESaISA_EE
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN5Stats8statlistE
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator10ControllerINS_4SALPEE12get_addr_vecENS1_7CommandESt14_List_iteratorINS_7RequestEE
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator13MemoryFactoryINS_6LPDDR4EE8validateEiiRKNS_6ConfigE
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator3HBM13standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator4DDR313standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator4DDR413standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator4SALP7org_mapB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator5CacheC2EiiiiNS0_5LevelESt10shared_ptrINS_11CacheSystemEE
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator5DSARP13standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator5GDDR513standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator6ALDRAM13standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator6ConfigC2ERKNSt7__cxx1112basic_stringIcSt11char_traitsIcESaIcEEE
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator6LPDDR313standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator6LPDDR413standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator6TLDRAM13standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator6WideIO13standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator7RefreshINS_5DSARPEEC2EPNS_10ControllerIS1_EE
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator7WideIO213standard_nameB5cxx11E
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I__ZN9ramulator9ProcessorC2ERKNS_6ConfigESt6vectorIPKcSaIS6_EESt8functionIFbNS_7RequestEEERNS_10MemoryBaseE
  0.00     10.24     0.00        1     0.00     0.00  _GLOBAL__sub_I_sc_main
  0.00     10.24     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int) [clone .constprop.247]
  0.00     10.24     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int) [clone .constprop.254]
  0.00     10.24     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int) [clone .constprop.254]
  0.00     10.24     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int) [clone .constprop.254]
  0.00     10.24     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int) [clone .constprop.263]
  0.00     10.24     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int) [clone .constprop.310]
  0.00     10.24     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int) [clone .constprop.430]
  0.00     10.24     0.00        1     0.00     0.00  MemWrapper::loadConfig(int, char**)
  0.00     10.24     0.00        1     0.00     0.00  MemWrapper::calBurstLen()
  0.00     10.24     0.00        1     0.00     0.00  MemWrapper::setNewStartVertex(int)
  0.00     10.24     0.00        1     0.00     0.00  MemWrapper::ramInit(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  MemWrapper::dumpDepth(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  MemWrapper::loadGraph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00   419.49  void MemWrapper::start_run<ramulator::DDR3>(ramulator::Config const&, ramulator::DDR3*, std::vector<char const*, std::allocator<char const*> > const&)
  0.00     10.24     0.00        1     0.00     0.00  MemWrapper::MemWrapper(sc_core::sc_module_name, double, double, int, char**)
  0.00     10.24     0.00        1     0.00     0.00  GL::cfgBfsParam(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  pe::init()
  0.00     10.24     0.00        1     0.00     0.00  pe::pe(sc_core::sc_module_name, int, int)
  0.00     10.24     0.00        1     0.00     0.00  Graph::getRandomStartIndices(std::vector<int, std::allocator<int> >&)
  0.00     10.24     0.00        1     0.00     0.00  Graph::loadFile(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&)
  0.00     10.24     0.00        1     0.00     0.00  Graph::Graph(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  sc_core::sc_event_finder_t<sc_core::sc_signal_in_if<bool> >::~sc_event_finder_t()
  0.00     10.24     0.00        1     0.00     0.00  ramulator::Controller<ramulator::DDR3>::Controller(ramulator::Config const&, ramulator::DRAM<ramulator::DDR3>*)
  0.00     10.24     0.00        1     0.00     0.00  ramulator::DDR3::set_rank_number(int)
  0.00     10.24     0.00        1     0.00     0.00  ramulator::DDR3::set_channel_number(int)
  0.00     10.24     0.00        1     0.00     0.00  ramulator::DRAM<ramulator::DDR3>::regStats(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  ramulator::DRAM<ramulator::DDR3>::DRAM(ramulator::DDR3*, ramulator::DDR3::Level)
  0.00     10.24     0.00        1     0.00     0.00  ramulator::Config::parse(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  ramulator::Config::Config(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Memory(ramulator::Config const&, std::vector<ramulator::Controller<ramulator::DDR3>*, std::allocator<ramulator::Controller<ramulator::DDR3>*> >)
  0.00     10.24     0.00        1     0.00     0.00  ramulator::Request::Request(std::vector<int, std::allocator<int> >&, ramulator::Request::Type, std::function<void (ramulator::Request&)>, int)
  0.00     10.24     0.00        1     0.00     0.00  ramulator::Config::print_cmd_trace() const
  0.00     10.24     0.00        1     0.00     0.00  ramulator::Config::record_cmd_trace() const
  0.00     10.24     0.00        1     0.00     0.00  void std::vector<std::vector<int, std::allocator<int> >*, std::allocator<std::vector<int, std::allocator<int> >*> >::emplace_back<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&&)
  0.00     10.24     0.00        1     0.00     0.00  std::vector<std::basic_ofstream<char, std::char_traits<char> >, std::allocator<std::basic_ofstream<char, std::char_traits<char> > > >::vector(unsigned long, std::allocator<std::basic_ofstream<char, std::char_traits<char> > > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::vector<signed char, std::allocator<signed char> >::_M_default_append(unsigned long)
  0.00     10.24     0.00        1     0.00     0.00  std::vector<char, std::allocator<char> >::_M_default_append(unsigned long)
  0.00     10.24     0.00        1     0.00     0.00  void std::vector<int, std::allocator<int> >::emplace_back<int>(int&&) [clone .constprop.2292]
  0.00     10.24     0.00        1     0.00     0.00  std::vector<int, std::allocator<int> >::vector(unsigned long, int const&, std::allocator<int> const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::HBM::Speed> >*)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DDR4::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::SALP::Type> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::DSARP::Speed> >*)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::GDDR5::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR3::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::LPDDR4::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::Memory<ramulator::DDR3, ramulator::Controller>::Translation> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Speed> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Speed>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Speed> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Speed> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO::Speed> >*)
  0.00     10.24     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Org>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Org> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, ramulator::WideIO2::Org> > >::_M_get_insert_unique_pos(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
